asli,translate
"High Myopia ODS 
Astigmatisme Myopia Compositus ODS ","High Myopia ODS 
Astigmatisme Myopia Compositus ODS "
Astigmatisme simplex ODS ,Astigmatisme simplex ODS 
Astigmatisme simplex ODS ,Astigmatisme simplex ODS 
"There are no abnormalities
Myopia simplex
","There are no abnormalities
Myopia simplex
"
"There are no abnormalities
Myopia simplex
","There are no abnormalities
Myopia simplex
"
"There are no abnormalities
Myopia simplex
",Glasses prescription
Astigmatisme myopia compositus,Astigmatisme myopia compositus
Astigmatisme myopia compositus,Astigmatisme myopia compositus
Astigmatisme myopia compositus,Glasses prescription
"Astigmatisme myopia compositus oculi dextra
Myopia simplex sinistra","Astigmatisme myopia compositus oculi dextra
Myopia simplex sinistra"
"Astigmatisme myopia compositus oculi dextra
Myopia simplex sinistra","Astigmatisme myopia compositus oculi dextra
Myopia simplex sinistra"
"Astigmatisme myopia compositus oculi dextra
Myopia simplex sinistra",Glasses prescription
"Astigmatisme simplex oculi dextra and oculi sinistra
Dry eyes mild syndrome","Astigmatisme simplex oculi dextra and oculi sinistra
Dry eyes mild syndrome"
"Astigmatisme simplex oculi dextra and oculi sinistra
Dry eyes mild syndrome","Astigmatisme simplex oculi dextra and oculi sinistra
Dry eyes mild syndrome"
"Astigmatisme simplex oculi dextra and oculi sinistra
Dry eyes mild syndrome",Glasses prescription
"Astigmatisme myopia compositus
Dry eye syndrome","Astigmatisme myopia compositus
Dry eye syndrome"
"Astigmatisme myopia compositus
Dry eye syndrome","Astigmatisme myopia compositus
Dry eye syndrome"
"Astigmatisme myopia compositus
Glaucoma suspect","Astigmatisme myopia compositus
Glaucoma suspect"
"Astigmatisme myopia compositus
Glaucoma suspect","Astigmatisme myopia compositus
Glaucoma suspect"
"Astigmatisme myopia compositus
Glaucoma suspect","Glasses prescription
Consult t to Ophthalmologist for more specific inspection"
High Myopia oculi dextra and oculi  sinistra,High Myopia oculi dextra and oculi sinistra
High Myopia oculi dextra and oculi  sinistra,High Myopia oculi dextra and oculi sinistra
"Dry eyes sindrome
Artificial tears recipe","Dry eyes sindrome
Artificial tears recipe"
"Dry eyes sindrome
Artificial tears recipe","Dry eyes sindrome
Artificial tears recipe"
"Astigmatisme myopia compositus
","Astigmatisme myopia compositus
"
"Astigmatisme myopia compositus
","Astigmatisme myopia compositus
"
"Astigmatisme myopia compositus
","Glasses prescription
Consult t to Ophthalmologist for increased TIO check
"
Myopia simplex oculi dextra,Myopia simplex oculi dextra
Myopia simplex oculi dextra,Myopia simplex oculi dextra
Myopia simplex oculi dextra,Glasses prescription
"High myopia ODS 
Astigmatisme myopia compositus
Dry eyes sindrome","High myopia ODS 
Astigmatisme myopia compositus
Dry eyes sindrome"
"High myopia ODS 
Astigmatisme myopia compositus
Dry eyes sindrome","High myopia ODS 
Astigmatisme myopia compositus
Dry eyes sindrome"
"High myopia ODS 
Astigmatisme myopia compositus
Dry eyes sindrome",Artificial tears
"Myopia simplex ODS 
Astigmatisme myopia compositus oculi sinistra","Myopia simplex ODS 
Astigmatisme myopia compositus oculi sinistra"
"Myopia simplex ODS 
Astigmatisme myopia compositus oculi sinistra","Myopia simplex ODS 
Astigmatisme myopia compositus oculi sinistra"
"Myopia simplex ODS 
Astigmatisme myopia compositus oculi sinistra",Glasses prescription
"High myopia oculi dextra and oculi sinistra
Dry eyes syndrome","High myopia oculi dextra and oculi sinistra
Dry eyes syndrome"
"High myopia oculi dextra and oculi sinistra
Dry eyes syndrome","High myopia oculi dextra and oculi sinistra
Dry eyes syndrome"
"High myopia oculi dextra and oculi sinistra
Dry eyes syndrome",Glasses prescription
Moderate Restrictive ,Moderate Restrictive 
Moderate Restrictive ,Moderate Restrictive 
High myopia oculi dextra sinistra,High myopia oculi dextra sinistra
High myopia oculi dextra sinistra,High myopia oculi dextra sinistra
"Astigmatisme myopia compositus oculi dextra sinistra
Presbyopia",Glasses prescription
Presbyopia oculi dextra sinistra,Presbyopia oculi dextra sinistra
Presbyopia oculi dextra sinistra,Presbyopia oculi dextra sinistra
Astigmatisme myopia compositus oculi dextra sinistra,glasses prescription
"High myopia oculi dextra sinistra
Dry eyes","High myopia oculi dextra sinistra
Dry eyes"
"High myopia oculi dextra sinistra
Dry eyes","High myopia oculi dextra sinistra
Dry eyes"
"High myopia oculi dextra sinistra
Dry eyes","glasses prescription, hyalub OD 6x ODS, consult to retina specialist"
"Presbyopia oculi dextra sinistra
Immature senile cataract (KSI) oculi dextra sinistra","Presbyopia oculi dextra sinistra
Immature senile cataract (KSI) oculi dextra sinistra"
"Presbyopia oculi dextra sinistra
Immature senile cataract (KSI) oculi dextra sinistra","Presbyopia oculi dextra sinistra
Immature senile cataract (KSI) oculi dextra sinistra"
"Presbyopia oculi dextra sinistra
Immature senile cataract (KSI) oculi dextra sinistra",glasses prescription
"Hypermetopia simplex oculi dextra sinistra
Presbyopia oculi dextra sinistra","Hypermetopia simplex oculi dextra sinistra
Presbyopia oculi dextra sinistra"
"Hypermetopia simplex oculi dextra sinistra
Presbyopia oculi dextra sinistra","Hypermetopia simplex oculi dextra sinistra
Presbyopia oculi dextra sinistra"
"Hypermetopia simplex oculi dextra sinistra
Presbyopia oculi dextra sinistra",glasses prescription
"Myopia simplex oculi dextra
Astigmatisme simplex oculi sinistra","Myopia simplex oculi dextra
Astigmatisme simplex oculi sinistra"
"Myopia simplex oculi dextra
Astigmatisme simplex oculi sinistra","Myopia simplex oculi dextra
Astigmatisme simplex oculi sinistra"
"Myopia simplex oculi dextra
Astigmatisme simplex oculi sinistra",glasses prescription
High myopia oculi dextra sinistra,glasses prescription
"Astigmatisme myopia compositus oculi dextra sinistra
Sesp poag oculi dextra sinistra
","Astigmatisme myopia compositus oculi dextra sinistra
Susp POAG ODS
"
"Astigmatisme myopia compositus oculi dextra sinistra
Sesp poag oculi dextra sinistra
","Astigmatisme myopia compositus oculi dextra sinistra
Susp POAG ODS"
"Astigmatisme myopia compositus oculi dextra sinistra
Sesp poag oculi dextra sinistra
","The Timol 0.5% 2x oculi dextra sinistra
Control to Ophthalmologist about glaucoma
"
High myopia ODS,High myopia ODS
High myopia ODS,High myopia ODS
High myopia ODS,glasses prescription
"Calm eyes
Presbyopia","Calm eyes
Presbyopia"
"Calm eyes
Presbyopia","Calm eyes
Presbyopia"
"Presbyopia
Dry eyes syndrome","Presbyopia
Dry eyes syndrome"
"Presbyopia
Dry eyes syndrome","Presbyopia
Dry eyes syndrome"
"Presbyopia
Dry eyes syndrome",education the LID hygine
"Astigmatisme myopia compositus
Dry eyes syndrome","Astigmatisme myopia compositus
Dry eyes syndrome"
"Astigmatisme myopia compositus
Dry eyes syndrome","Astigmatisme myopia compositus
Dry eyes syndrome"
"Astigmatisme myopia compositus
Dry eyes syndrome","prescription glasses, cenfresh 6x ODS"
"Myopia simplex ODS
Presbyopia
Dry eyes syndrome","Myopia simplex ODS
Presbyopia
Dry eyes syndrome"
"Myopia simplex ODS
Presbyopia
Dry eyes syndrome","Myopia simplex ODS
Presbyopia
Dry eyes syndrome"
"Myopia simplex ODS
Presbyopia
Dry eyes syndrome","glasses prescription, artifical tears"
"Astigmatisme simplex OD
Astigmatisme myopia compositus OS
Presbyopia","Astigmatisme simplex OD
Astigmatisme myopia compositus OS
Presbyopia"
"Astigmatisme simplex OD
Astigmatisme myopia compositus OS
Presbyopia","Astigmatisme simplex OD
Astigmatisme myopia compositus OS
Presbyopia"
"Astigmatisme simplex OD
Astigmatisme myopia compositus OS
Presbyopia","glasses prescription, artificial tears"
"Myopia simplex ODS
Presbyopia","Myopia simplex ODS
Presbyopia"
"Myopia simplex ODS
Presbyopia","Myopia simplex ODS
Presbyopia"
"High myopia ODS
Dry eyes syndrome","High myopia ODS
Dry eyes syndrome"
"High myopia ODS
Dry eyes syndrome","High myopia ODS
Dry eyes syndrome"
"High myopia ODS
Dry eyes syndrome","glasses prescription, artificial tears"
"Astigmatisme simplex OS
Myopia simplex OD
Dry eyes syndrome","Astigmatisme simplex OS
Myopia simplex OD
Dry eyes syndrome"
"Astigmatisme simplex OS
Myopia simplex OD
Dry eyes syndrome","Astigmatisme simplex OS
Myopia simplex OD
Dry eyes syndrome"
"Astigmatisme simplex OS
Myopia simplex OD
Dry eyes syndrome","glasses prescription, artificial tears, education of LID hygiene"
"Astigmatisme myopia compositus ODS
Dry eyes syndrome
Glaucoma suspect","Astigmatisme myopia compositus ODS
Dry eyes syndrome
Glaucoma suspect"
"Astigmatisme myopia compositus ODS
Dry eyes syndrome
Glaucoma suspect","Astigmatisme myopia compositus ODS
Dry eyes syndrome
Glaucoma suspect"
"Astigmatisme myopia compositus ODS
Dry eyes syndrome
Glaucoma suspect","glasses prescription, artificial tears, check continued to ophthalmologist"
Astigmatisme simplex ODS,glasses prescription
"TIDAK RO, HAMIL.","TIDAK RO, HAMIL."
"TIDAK RO, HAMIL.","TIDAK RO, HAMIL."
"TIDAK RO, HAMIL.","TIDAK RO, HAMIL."
Presbyopia ODS,Presbyopia ODS
Presbyopia ODS,Presbyopia ODS
"Astigmatisme myopia compositus OD
Astigmatisme simplex OS","Astigmatisme myopia compositus OD
Astigmatisme simplex OS"
"Astigmatisme myopia compositus OD
Astigmatisme simplex OS","Astigmatisme myopia compositus OD
Astigmatisme simplex OS"
"Astigmatisme myopia compositus OD
Astigmatisme simplex OS",glasses prescription
"Myopia simplex ODS
Presbyopia",glasses prescription
"Myopia simplex oculi dextra and oculi sinistra
","Myopia simplex oculi dextra and oculi sinistra
"
"Myopia simplex oculi dextra and oculi sinistra
","Myopia simplex oculi dextra and oculi sinistra
"
"Myopia simplex oculi dextra and oculi sinistra
",Glasses prescription
"Myopia simplex oculi dextra and sinistra
Presbyopia oculi dextra and sinistra","Myopia simplex oculi dextra and sinistra
Presbyopia oculi dextra and sinistra"
"Myopia simplex oculi dextra and sinistra
Presbyopia oculi dextra and sinistra","Myopia simplex oculi dextra and sinistra
Presbyopia oculi dextra and sinistra"
"Myopia simplex oculi dextra and sinistra
Presbyopia oculi dextra and sinistra",Glasses prescription
"High myopia oculi dextra and sinistra
Presbyopia oculi dextra and sinistra","High myopia oculi dextra and sinistra
Presbyopia oculi dextra and sinistra"
"High myopia oculi dextra and sinistra
Presbyopia oculi dextra and sinistra","High myopia oculi dextra and sinistra
Presbyopia oculi dextra and sinistra"
"High myopia oculi dextra and sinistra
Presbyopia oculi dextra and sinistra",Glasses prescription
Mild hearing loss,Mild hearing loss
"AD : Normal
AS : Mild hearing loss","AD : Normal
AS : Mild hearing loss"
Mild hearing loss,Mild hearing loss
"AD : Mild hearing loss
AS : Normal","AD : Mild hearing loss
AS : Normal"
59 mlsO2/kg/min ( Excellent ),59 mlsO2/kg/min ( Excellent )
59 mlsO2/kg/min ( Excellent ),59 mlsO2/kg/min ( Excellent )
59 mlsO2/kg/min ( Excellent ),59 mlsO2/kg/min ( Excellent )
59 mlsO2/kg/min ( Excellent ),59 mlsO2/kg/min ( Excellent )
155 cm / 74 kg,155 cm / 74 kg
 06 menit 08 detik,06 minute 08 second
"Sinus Bradikardi, HR : 59 x/mnt","Sinus Bradycardia, HR : 59 x/mnt"
Astigmatisme myopia compisitus ODS ,Astigmatisme myopia compisitus ODS 
Astigmatisme myopia compisitus ODS ,Astigmatisme myopia compisitus ODS 
"Kesan Umum

Telah dilakukan pemeriksaan radiografi panoramic dengan hasil sebagai berikut:
Kualitas radiograf yang dihasilkan dalam kategori baik untuk penegakan diagnosis, dengan cakupan objek anatomi yang sesuai dengan tujuan pembuatan radiograf; kontra","General Impression :

A panoramic radiograph has been examined with the following results:
The quality of the radiographs produced is in a diagnostically acceptable, with a range of anatomical objects that are suitable for the purpose of making the radiog"
Mild hypermetropia,Mild hypermetropia
Mild hypermetropia,Mild hypermetropia
Restriktif Ringan,Mild Restrictive
Restriktif Ringan,Mild Restrictive
157 cm / 63 kg,157 cm / 63 kg
09 menit 33 detik,09 Minute 33 second
"Sinus Bradikardia, HR : 55 x/mnt","Sinus Bradycardia, HR : 55 x/mnt"
"Myopia ringan OD
Presbyopia","Mild myopia OD
Presbyopia"
"Hipermetropia ringan ODS
Presbyopia","ODS Mild Hypermetropia
Presbyopia"
Hypermetropia ringan ,Mild hypermetropia
Frekuensi jarak bicara dalam batas normal terdapat penurunan pada frekuensi 4000 Hz,"The frequency of speech distance is within normal limits, there is a decrease in the frequency of 4000 Hz"
"AD : Normal
AS : Frekuensi jarak bicara dalam batas normal terdapat penurunan pada frekuensi 4000 Hz","AD : Normal 
AS : The frequency of speech distance is within normal limits, there is a decrease in the frequency of 4000 Hz"
"Sinus Bradikardia, HR : 55 x/mnt","Sinus Bradycardia, HR : 55 /mnt"
170 cm / 88 kg,170 cm / 88 kg
 09 menit 52 detik,09 Minute 52 second
"Sinus Bradikardia, HR : 55 x/mnt","Sinus Bradikardia, HR : 55 x/mnt"
"Sinus Rhytm, HR : 87 x/mnt","Sinus Rhytm, HR : 87 x/mnt"
"Sinus Bradikardia, HR : 57 x/mnt","Sinus Rhytm, HR : 57 x/mnt"
"Sinus Rhytm, HR : 78 x/mnt","Sinus Rhytm, HR : 78 x/mnt"
P Bifasik V1,P bifasik v1
Left Atrial Enlargement,Left Atrrial Enlargement
"Astigmatisme myopia compositus ODS
","Astigmatisme myopia compositus ODS
"
T Inverted V4-6,T Inverted V4-6
"Sinus Bradikardia, HR : 56 x/mnt
Suspek OMI Anteroseptal
Iskemik Anterolateral","Sinus Bradikardia, HR : 56 x/mnt
Suspek OMI Anteroseptal
Iskemik Anterolateral"
"Sinus Rhytm, HR : 69 x/mnt",Sinus Rhytm HR : 69 x/mnt
Astigmatisme myopia compositus oculus dextra sinistra,Astigmatisme myopia compositus oculus dextra sinistra
"Sinus Rhytm, HR : 77 x/mnt","Sinus Rhytm, : 77 x/mnt"
"Perbandingan : tidak ada

Cor tidak membesar
Sinuses tajam dan diafragma normal
Pulmo :
Hili normal
Corakan bronkovaskuler normal
Tidak tampak infiltrat/nodul/massa

Tampak opasitas densitas logam setinggi corpus C5-6 (post op?).

","Comparison : none

Heart is normal in size with cardiothoracic in ratio of less than 50% 
No observable abnormality of the mediastinum
Trachea is located at midline
Lungs:
Hili are normal
Bronchovascular markings on Both lungs are normal
No observable inf"
Rontgenologis cor dan pulmo saat ini masih dalam batas normal.,No radiologi abnormality on Both lungs and heart
Prehipertensi,100/80 mmHg
Diet rendah garam dan cek tekanan darah secara teratur,Prehypertension 
"Hepar 	: Bentuk dan ukuran normal. Tepi reguler. Echostruktur parenkim meningkat ringan difus homogen. Tidak tampak lesi fokal / SOL / nodul. Sistem bilier intrahepatik tidak melebar. Vaskuler nomal. Tidak tampak efusi pleura maupun ascites.
Kandung Emped","Liver
normal shape and size. Minimal increase homogeneous parenchymal echostructure. No focal lesions / SOL / nodule were seen. The intrahepatic biliary system is not dilated. Normal hepatic vasculature. Neither pleural effusion nor ascites was seen.
Gall"
"Mild fatty liver.
Nefrolithiasis kanan, tidak tampak hydronefrosis saat ini.
Tidak tampak kelainan pada organ-organ intraabdomen lainnya pada USG saat ini.","Mild fatty liver
Nefrolithiasis dextra, without hydronephrosis 
No radiological abnormalities were seen in the other intra-abdominal and pelvic organs"
176 cm / 84 kg,176 cm / 84 kg
 10 menit 10 detik,10 minute 10 second
"Miopia sedang ODS
Presbiopia
Nevus Konjungtiva Bulbi OS","Myopia Moderate ODS
Presbyopia
Bulbar Conjunctival Nevus OS"
Echocardiografi ,Echocardiography
37 mlsO2/kg/min ( Good ),37 mlsO2/kg/min ( Excellent )
37 mlsO2/kg/min ( Good ),37 mlsO2/kg/min ( Excellent )
37 mlsO2/kg/min ( Good ),37 mlsO2/kg/min ( Excellent )
37 mlsO2/kg/min ( Good ),37 mlsO2/kg/min ( Excellent )
"Sinus Rhytm, HR : 75 x/mnt","Sinus Rhytm, HR : 75 x/mnt"
"Sinus Bradikardia, HR : 59 x/mnt","Sinus Bradycardia, HR : 59 x/mnt"
Frekuensi jarak bicara dalam batas normal terdapat penurunan pada frekuensi tinggi,"The frequency of speech distance is within normal limits, there is a decrease at high frequencies"
Frekuensi jarak bicara dalam batas normal terdapat penurunan pada frekuensi tinggi,"The frequency of speech distance is within normal limits, there is a decrease at high frequencies"
"AD : Frekuensi jarak bicara dalam batas normal terdapat penurunan pada frekuensi tinggi
AS : Frekuensi jarak bicara dalam batas normal terdapat penurunan pada frekuensi tinggi","AD : The frequency of speech distance is within normal limits, there is a decrease at high frequencies
AS : The frequency of speech distance is within normal limits, there is a decrease at high frequencies"
Gangguan Dengar Derajat Sedang,Moderate Hearing Loss
Gangguan Dengar Derajat Sedang,Moderate Hearing Loss
"ST - T Changes II, III aVF","ST - T Changes II, III aVF"
ST - T Changes Inferior,ST - T Changes Inferior
Moderate Hearing Lost,Moderate Hearing Loss
Normal Hearing,Normal Hearing
"AD : Moderate Hearing Lost
AS : Normal Hearing","AD : Moderate Hearing Loss
US : Normal Hearing"
Normal Hearing ADS,Normal Hearing
Normal Hearing,Normal Hearing
Normal Hearing,Normal Hearing
"Sinus Bradikardia, HR : 58 x/mnt","Sinus Bradicardia, HR : 58 x/mnt"
Pre Hipertensi,130/80 mmHg
Diet rendah garam dan cek tekanan darah secara rutin,Prehypertension 
"Sinus Rhytm, HR : 73 x/mnt","Sinus Rhytm, HR : 73 x/mnt"
"The heart is normal in size with cardio-thoracic ratio < 0,5.
Aorta and superior mediastinum are normal.
Trachea is located at midline.
Right hilum is elevated. Left hilum is normal.
Bronchovascular marking on both lungs are normal. 
Fibroinfiltrate was o","The heart is normal in size with cardio-thoracic ratio < 0,5.
Aorta and superior mediastinum are normal.
Trachea is located at midline.
Right hilum is elevated. Left hilum is normal.
Bronchovascular marking on both lungs are normal. 
Fibroinfiltrate was o"
"Fibroinfiltrate in the apex of the right lung DD/ lung TB, old TB. 
No radiologic abnormality found in the heart.
","Fibroinfiltrate in the apex of the right lung DD/ lung TB, old TB. 
No radiologic abnormality found in the heart."
"top lordotic chest radiography, chest CT scan.","top lordotic chest radiography, chest CT scan."
Moderately Severe Hearing Loss,Moderately Severe Hearing Loss
"AD : Moderately Severe Hearing Loss
AS : Normal Hearing","AD : Moderately Severe Hearing Loss
AS : Normal Hearing"
"AD : Normal Hearing
AS : Normal Hearing","AD : Normal Hearing
AS : Normal Hearing"
TIDAK DILAKUKAN RONTGEN KARENA HAMIL.,No examination ( Patient 25 weeks pregnant )
TIDAK DILAKUKAN RONTGEN KARENA HAMIL.,No examination ( Patient 25 weeks pregnant )
TIDAK DILAKUKAN RONTGEN KARENA HAMIL.,No examination ( Patient 25 weeks pregnant )
AD Normal Hearing,Normal Hearing
AS Normal Hearing,Normal Hearing
"AD Normal Hearing
AS Normal Hearing","AD Normal Hearing
AS Normal Hearing"
"Sinus Rhytm, HR : 51 x/mnt","Sinus Rhytm, HR : 51 x/mnt "
Sinus Rhytm : 60 x/mnt,"Sinus Rhytm, HR : 60 x/mnt"
39 mlsO2/kg/min ( Good ),39 mlsO2/kg/min ( Good )
39 mlsO2/kg/min ( Good ),39 mlsO2/kg/min ( Good )
39 mlsO2/kg/min ( Good ),39 mlsO2/kg/min ( Good )
39 mlsO2/kg/min ( Good ),39 mlsO2/kg/min ( Good )
62 mlsO2/kg/min ( Excellent ),62 mlsO2/kg/min ( Excellent )
62 mlsO2/kg/min ( Excellent ),62 mlsO2/kg/min ( Excellent )
62 mlsO2/kg/min ( Excellent ),62 mlsO2/kg/min ( Excellent )
62 mlsO2/kg/min ( Excellent ),62 mlsO2/kg/min ( Excellent )
Tidak Dilakukan Pemeriksaan ,Not Examined
"AD : Mild Hearing Loss
AS : Normal Hearing","AD : Mild Hearing Loss
AS : Normal Hearing"
"AD : Normal Hearing
AS : Normal Hearing",Normal Hearing
Sinus Rhytm : 68 x/mnt,"Sinus Rhytm, HR : 68 x/mnt"
Sinus Rhytm : 61 x/mnt,"Sinus Rhytm, HR : 61 x/mnt"
164 cm / 93 kg,164 cm / 93 kg
08 Menit 06 Detik,08 minute 06 second
Sinus Rhytm : 86 x/mnt,"Sinus Rhytm , HR : 86 x/mnt"
"Bentuk relatif normal, ukuran membesar > 14 cm. Tepi reguler. 
Echostruktur parenkim homogen meningkat. 
Tidak tampak SOL / nodul. 
Sistem bilier intrahepatik tidak melebar. 
Vaskuler nomal. Tidak tampak efusi pleura maupun ascites.","Liver is normal in shape. The size is enlarged > 14 cm. 
Diffusely increased homogeneous parenchymal echostructure. 
No SOL / nodule were seen. 
The intrahepatic biliary system is not dilated. 
Normal hepatic vasculature. 
Neither pleural effusion nor asc"
"Bentuk dan ukuran normal, dinding tidak menebal. 
Tampak batu intralumen dengan ukuran terbesar +/- 1,2 x 1 cm.","Gallbladder normal shape and size, the walls are not thickened. 
There were multiple intraluminal gallbladder stones with the largest size +/- 1.2 x 1 cm. "
"estimasi volume 12,7 mL. 
Echo parenkim normal. 
Tidak tampak lesi fokal / SOL.","Normal size, estimated volume 12.7 cc. 
Normal parenchymal echostructure. 
No focal lessions / SOL were seen.
"
"Fatty liver dengan hepatomegali.
Multipel cholelithiasis.
Tidak tampak kelainan pada organ-organ intraabdomen dan pelvis lainnya.","Fatty liver with hepatomegaly.
Multiple cholelithiasis.
No radiological abnormalities were seen in the other intra-abdominal and pelvic organs."
Sinus Aritmia,Sinus Aritmia
Sinus Rhytm : 70 x/mnt,"Sinus Rhytm, HR : 70 x/mnt"
"Obese I ( BMI : 28.09 )
Tekanan darah : 100/60 mmHg ( Normal )
Visus mata : OD : 6/24 OS : 6/7
Gigi : Karang Gigi
Telinga : Serumen Prop AD, Serumen AS, MT AS tidak terlihat","Body weight : 88 kg
Body Height : 167 cm
Blood Pressure : 100/60 mmHg ( Normal )
BMI : 28.09 
Vision Acuity : OD : 6/24 OS : 6/7
Tooth : Calculus 
Ear : Cerumen Prop AD , Cerumen AS, MT AS not vision
"
"Diet seimbang dan olahraga teratur, turunkan berat badan secara bertahap, pro ear toilet, konsultasi ke dokter Sp. Mata, konsultasi ke dokter Gigi","Obese I ( BMI : 28.09  )
Blood Pressure : 100/60 mmHg ( Normal )
Vision Acuity : OD : 6/24 OS : 6/7
Tooth : Calculus
Ear : Cerumen Prop AD , Cerumen AS, MT AS not vision"
"Sinus Rhytm, HR : 79 x/mnt","Sinus Rhytm , HR : 79 xlmnt"
"Perbandingan : tidak ada

Tampak opasitas homogen di paratrakea kanan yang tampaknya sedikit menyempitkan trakea di dekatnya.
Cor tidak membesar
Sinuses tajam dan diafragma normal
Pulmo :
Hili normal
Corakan bronkovaskuler normal
Tidak tampak infiltrat/no","Comparison : none

There is homogenicity opacification at the right paratrachea, which is mild narrowing the trachea
Heart is normal in size with cardiothoracic in ratio of less than 50% 
No observable abnormality of the mediastinum
Trachea is located at "
"Opasitas homogen di paratrakea kanan yang tampaknya sedikit menyempitkan trakea di dekatnya dd/ lymphnode, massa mediastinum
Rontgenologis cor dan Pulmo saat ini masih dalam batas normal","Homogenicity opacification at the right paratrachea, which is mild narrowing the trachea dd/ lymphnode, mediastinum mass
No radiologi abnormality on Both lungs and heart"
CT scan thorak dengan kontras untuk evaluasi lebih detail.,CT scan thorax with contrast for detail evaluation
"Sinus Rhythm, HR : 66 x/mnt
LAD","Sinus Rhythm, HR : 66 x/mnt
LAD"
"Cor tidak membesar, aorta elongation 
Sinuses tajam dan diafragma normal

Pulmo:
Hili normal
Corakan bronkovaskuler normal
Tidak tampak infiltrat/nodul/massa","Comparison : none

Heart is normal in size with cardiothoracic in ratio of less than 50% 
Aorta elongation
No observable abnormality of the mediastinum
Trachea is located at midline
Lungs:
Hili are normal
Bronchovascular markings on Both lungs are normal
"
"Cor dan pulmo saat ini tak tampak kelainan
Aorta elongation","Aorta elongation
No radiologi abnormality on both lungs and heart"
Sinus Rhytm : 95 x/mnt,Sinus Rhytm : 95 x/mnt
168 cm / 71 kg,168 cm / 71 kg
07 menit 02 detik,07 Minute 02 seconds
"Sinus Rhytm, HR : 73 x/mnt",Sinus Rhytm HR : 73 x/mnt
171 cm / 99 kg,171 cm / 99 kg
06 menit  43 detik,06 Minute 43 Seconds
"ST - Depresi di V4 - 6, II,III aVF","ST  depresi  v4 - v6 II, III aVF"
Sinus Rhytm : 82 x/mnt,"Sinus Rhythm, HR : 82 x/mnt"
169 cm / 50 kg,169 cm / 50 kg
06 Menit 19 Detik,06 Minutes 19 second
Perubahan ST - T tak bermakna,ST - T changes are not significant
Restriksi Ringan,Mild Restrictions
Restriksi Ringan,Mild Restrictions
171 cm / 91 kg,171 cm / 91 kg
06 menit  07 detik,06 minute 07 second
There are no abnormalities,There are no abnormalities
"Estimasi volume prostat 14.59 mL. 
Echo parenkim normal. 
Tidak tampak lesi fokal / SOL.","Normal size, estimated volume 14.59 cc. 
Normal parenchymal echostructure. 
No focal lessions / SOL were seen.
"
189 cm / 98 kg,189 cm / 98 kg
10 menit  48 detik,10 mint 48 sec
"Sinus Rhytm, HR : 61 x/mnt","Sinus Rhythm, HR : 61 x/mnt"
Mild Hearing Loss,"Mild Hearing Loss
"
"Sinus Rhytm, HR : 83 x/mnt","Sinus Rhythm, HR : 83 x/mnt"
"Sinus Bradikardia, HR : 57 x/mnt","Sinus Bradycardia, HR : 57 x/mnt"
"Sinus Rhytm, HR : 77 x/mnt","Sinus Rhythm, HR : 77 x/mnt"
"Sinus Bradikardia, HR : 54 x/mnt","Sinus Bradycardia, HR : 54 x/mnt"
"Sinus Bradikardia, HR : 58 x/mnt","Sinus Bradycardia, HR: 58 x/min"
"AD : Normal Hearing 
AS : Mild Hearing Loss","AD : Normal Hearing 
AS : Mild Hearing Loss"
Mild Hearing Loss,Mild Hearing Loss
Sinus Rhytm : 68 x/mnt,Sinus Rhytm : 68 x/mnt
Sinus Rhytm : 77 x/mnt,Sinus Rhytm : 77 x/mnt
Sinus Rhytm : 79 x/mnt + Incomplete RBBB,Sinus Rhytm : 79 x/mnt + Incomplete RBBB
Sinus Rhytm + RAD ,Sinus Rhytm + RAD 
Sinus Rhytm : 80 x/mnt,Sinus Rhytm : 80 x/mnt
"Sinus Rhytm, HR : 87 x/mnt","Sinus Rhytm , HR : 87 x/mnt"
"Sinus Rhytm, HR : 79x/mnt","Sinus Rhtym, Hr : 79 x/mnt"
Normal Hearing,"Normal Hearing
"
Moderate Hearing Loss,Moderate Hearing Loss
"AD : Normal Hearing
AS : Moderate Hearing Loss","AD : Normal Hearing
AS : Moderate Hearing Loss"
"Cor tidak membesar (CTR <50%)
Mediastinum tidak melebar
Trakea di tengah 
Sinuses tajam dan diafragma normal

Pulmo:
Hili normal
Corakan bronkovaskuler normal
Tampak infiltrat di lapang atas sampai tengah paru kiri

Skeletal intak & jaringan lunak tampak ","Result Comparison : none

Heart is normal in size with cardiothoracic in ratio of less than 50%
No observable abnormality of the mediastinum
Trachea is located at midline
Lungs:
Hili are normal
Bronchovascular markings on Both lungs are normal 
infiltrate"
"Suspek TB paru dd/ bronkopneumonia 
Tidak tampak kardiomegali","Suspect lung TB dd/ bronchopneumonia 
No cardiomegaly"
Sinus Rhytm : 65 x/mnt,Sinus Rhytm : 65 x/mnt
"Cor tidak membesar
Aorta elongation 
Sinuses tajam dan diafragma normal

Pulmo:
Hili normal
Corakan bronkovaskuler normal
Tidak tampak infiltrat di kedua paru 

","Comparison : none

Heart is normal in size with cardiothoracic in ratio of less than 50% 
No observable abnormality of the mediastinum
Trachea is located at midline
Lungs:
Hili are normal
Bronchovascular markings on Both lungs are normal
No observable inf"
"Aorta elongation 
Cor dan pulmo saat ini tak tampak kelainan",No radiologi abnormality on Both lungs and heart
"AD : Normal hearing
AS : Mild hearing loss","AD : Normal hearing
AS : Mild hearing loss"
Sinus Rhytm : 73 x/mnt,Sinus Rhytm : 73 x/mnt
